Player_ID,Age,Country,Studio_Region,Game_Title,Genre,Game_Mode,Platform,Device_Type,Sales_Channel,Game_Release_Year,Join_Date,Last_Login,Session_Start_Time,Session_End_Time,Daily_Playtime (mins),In_Game_Purchases ($),Units_Sold,Revenue_Generated ($),Membership_Tier,Favorite_Mode,Support_Tickets_Raised,Refund_Requested,Marketing_Source,Churned
P4000,25.0,Germany,Chennai,Minecraft,Battle Royale,Team Deathmatch,Mobile,Switch,Steam,2020,2022-10-26,2023-07-10,11:18:00,13:00:00,102,199.84,5,999.2,Premium,Ranked,0,No,YouTube,Yes
P4001,13.0,UK,Pune,Apex Legends,Sports,Zombies,Console,Gaming PC,App Store,2021,2022-01-23,2023-07-27,10:00:00,11:43:00,103,91.65,3,274.95,Premium,Solo,0,No,YouTube,Yes
P4002,24.0,,Hyderabad,Fortnite,,Battle Royale,Mobile,,App Store,2022,2022-01-05,2025-01-10,15:17:00,17:07:00,110,23.74,5,118.7,Free,,2,No,In-Game Promo,Yes
P4003,41.0,Germany,Pune,FIFA 24,Survival,Battle Royale,Mobile,,Steam,2023,2024-01-20,2024-02-17,21:27:00,22:27:00,60,69.26,1,69.26,Free,Team,3,Yes,Referral,Yes
P4004,14.0,UK,Hyderabad,Minecraft,Survival,Team Deathmatch,PC,iPhone 14,App Store,2025,2020-11-06,2022-06-06,16:37:00,17:25:00,48,85.93,3,257.79,Free,Ranked,3,Yes,Referral,Yes
P4005,13.0,UK,Delhi,PUBG,Battle Royale,Zombies,Mobile,PS5,PlayStation Store,2018,2024-04-25,2025-03-19,08:38:00,11:01:00,143,102.88,2,205.76,Free,Solo,1,No,Referral,Yes
P4006,35.0,USA,Kolkata,Call of Duty,FPS,Ranked,Console,Xbox Series X,PlayStation Store,2023,2021-11-27,2024-08-28,10:13:00,10:40:00,27,,4,583.8,VIP,Ranked,0,No,In-Game Promo,Yes
P4007,13.0,USA,Pune,Call of Duty,FPS,Zombies,Mobile,Xbox,PlayStation Store,2025,2020-07-11,2025-04-04,19:53:00,22:06:00,133,114.44,5,572.2,Premium,Ranked,0,No,In-Game Promo,Yes
P4008,29.0,USA,Hyderabad,Apex Legends,FPS,Battle Royale,PC,Xbox Series X,App Store,2018,2019-01-19,2024-04-18,23:41:00,00:04:00,-1417,2.51,4,10.04,Premium,Solo,0,No,YouTube,Yes
P4009,16.0,Germany,Chennai,FIFA 24,,Solo,Console,PS5,App Store,2020,2019-07-24,2023-03-22,11:22:00,11:58:00,36,156.15,2,312.3,Premium,,0,No,Influencer,Yes
P4010,15.0,India,Chennai,PUBG,Adventure,Team Deathmatch,Mobile,iPhone 14,App Store,2019,2020-02-26,2024-07-09,22:07:00,23:57:00,110,198.48,1,198.48,Free,Team,2,No,In-Game Promo,Yes
P4011,44.0,USA,Delhi,Fortnite,Strategy,Solo,Mobile,Switch,Steam,2019,2020-08-20,2022-05-29,21:32:00,22:58:00,86,104.23,2,208.46,Free,,1,No,In-Game Promo,Yes
P4012,41.0,Brazil,Kolkata,Apex Legends,,Team Deathmatch,PC,iPhone 14,App Store,2020,2022-10-23,2024-09-11,18:51:00,21:10:00,139,16.34 USD,5,81.7,Free,Ranked,3,Yes,Influencer,Yes
P4013,16.0,,Delhi,Call of Duty,Adventure,Zombies,Mobile,,Steam,2021,2023-02-10,2023-08-22,15:25:00,16:37:00,72,180.55,5,902.75,Free,Ranked,3,Yes,Referral,Yes
P4014,,UK,Bangalore,FIFA 24,Strategy,Zombies,Console,iPhone 14,Company Website,2024,2021-10-11,2022-05-24,16:42:00,17:53:00,71,,1,108.39,Free,Solo,0,No,Referral,Yes
P4015,20.0,India,Kolkata,PUBG,Adventure,Ranked,Console,Android Tablet,App Store,2019,2020-08-28,2024-09-21,20:20:00,23:03:00,163,67.16,4,268.64,Free,Team,1,No,Influencer,Yes
P4016,32.0,Brazil,Bangalore,FIFA 24,Battle Royale,Zombies,PC,Gaming PC,App Store,2018,2019-01-03,2020-01-18,09:56:00,10:40:00,44,165.16,1,165.16,VIP,Solo,1,No,Referral,Yes
P4017,30.0,UK,Hyderabad,Fortnite,Survival,Solo,Console,Android Tablet,App Store,2019,2024-10-05,2025-06-18,11:41:00,14:24:00,163,97.42,3,292.26,VIP,,4,Yes,In-Game Promo,No
P4018,,UK,Pune,Fortnite,Survival,Ranked,Mobile,PS5,PlayStation Store,2022,2023-02-12,2024-10-20,16:34:00,19:21:00,167,40.98,3,122.94,Premium,Solo,1,No,In-Game Promo,Yes
P4019,17.0,India,Bangalore,Apex Legends,Adventure,Solo,Console,Android Tablet,Steam,2021,2021-02-09,2022-03-06,10:25:00,12:40:00,135,117.82,2,235.64,Free,Team,0,No,Referral,Yes
P4020,16.0,Germany,Pune,Call of Duty,Sports,Ranked,Mobile,Android Tablet,Steam,2024,2022-02-13,2022-03-27,11:03:00,12:54:00,111,89.48,1,89.48,Premium,Team,1,No,YouTube,Yes
P4021,19.0,India,Pune,PUBG,Battle Royale,Zombies,Mobile,Gaming PC,App Store,2021,2024-08-05,2024-12-31,16:22:00,18:08:00,106,142.56,2,285.12,Premium,Solo,1,No,Influencer,Yes
P4022,37.0,Canada,Kolkata,FIFA 24,Sports,Ranked,PC,iPhone 14,Company Website,2019,2020-08-28,2024-12-19,21:33:00,00:08:00,-1285,102.79,1,102.79,Free,Ranked,3,Yes,In-Game Promo,Yes
P4023,37.0,Canada,Kolkata,Minecraft,Battle Royale,Battle Royale,PC,PlayStation 5,Company Website,2018,2021-06-11,2021-07-27,23:40:00,02:09:00,-1291,24.13,4,96.52,Free,Ranked,0,No,YouTube,Yes
P4024,20.0,India,Kolkata,Minecraft,Strategy,Ranked,Mobile,PS5,PlayStation Store,2025,2024-03-12,2024-10-12,11:56:00,13:43:00,107,170.26,5,851.3,Free,,3,Yes,YouTube,Yes
P4025,21.0,,Delhi,Apex Legends,Survival,Zombies,PC,iPhone 14,PlayStation Store,2023,2023-12-23,2025-02-16,18:31:00,19:09:00,38,,3,110.19,Free,Team,1,No,Influencer,Yes
P4026,,India,Chennai,Apex Legends,FPS,Solo,Mobile,Android Tablet,Steam,2019,2021-12-19,2022-02-14,08:21:00,09:53:00,92,186.17,3,558.51,Free,Ranked,0,No,YouTube,Yes
P4027,22.0,India,Delhi,FIFA 24,Battle Royale,Ranked,Mobile,Gaming PC,PlayStation Store,2018,2024-02-17,2025-05-23,20:24:00,22:21:00,117,97.21,2,194.42,Premium,,0,No,Ads,No
P4028,28.0,India,Pune,Apex Legends,Adventure,Ranked,Console,PlayStation 5,Company Website,2023,2019-09-27,2020-11-19,12:17:00,14:06:00,109,151.42,4,605.68,Free,Solo,0,No,YouTube,Yes
P4029,15.0,Canada,Chennai,Apex Legends,Strategy,Ranked,PC,PS5,PlayStation Store,2020,2024-02-26,2024-04-27,21:26:00,22:24:00,58,41.26,5,206.3,Premium,,0,No,Influencer,Yes
P4030,13.0,India,Delhi,Minecraft,Survival,Battle Royale,Console,iPhone 14,App Store,2019,2021-04-15,2021-12-31,21:06:00,22:09:00,63,67.09,3,201.27,VIP,Team,3,Yes,Ads,Yes
P4031,18.0,Canada,Chennai,Fortnite,Battle Royale,Battle Royale,Mobile,Xbox Series X,Steam,2018,2020-11-11,2022-09-06,15:02:00,16:27:00,85,166.0,4,664.0,Free,Team,0,No,Influencer,Yes
P4032,19.0,Brazil,Kolkata,FIFA 24,Battle Royale,Battle Royale,PC,PlayStation 5,App Store,2024,2022-04-23,2025-02-24,15:20:00,17:21:00,121,35.54,5,177.7,VIP,Team,0,No,Ads,Yes
P4033,,UK,Chennai,Fortnite,Battle Royale,Team Deathmatch,Console,Android Tablet,PlayStation Store,2019,2022-11-12,2023-04-14,21:16:00,23:04:00,108,190.25,4,761.0,Premium,,0,No,In-Game Promo,Yes
P4034,26.0,Canada,Bangalore,Fortnite,Battle Royale,Battle Royale,PC,Gaming PC,Steam,2025,2019-01-13,2020-02-08,12:55:00,13:31:00,36,166.36,3,499.08,Free,Team,4,Yes,Ads,Yes
P4035,21.0,UK,Bangalore,Fortnite,FPS,Ranked,Mobile,Xbox Series X,PlayStation Store,2022,2019-03-04,2020-01-17,23:36:00,00:09:00,-1407,118.58,3,355.74,Free,Ranked,2,No,YouTube,Yes
P4036,43.0,Germany,Kolkata,Apex Legends,Adventure,Team Deathmatch,PC,iPhone 14,PlayStation Store,2024,2024-01-23,2024-05-07,11:31:00,12:17:00,46,149.96,1,149.96,Free,,1,No,Influencer,Yes
P4037,30.0,India,Kolkata,Apex Legends,,Team Deathmatch,Console,Android Tablet,PlayStation Store,2021,2019-01-24,2019-08-05,12:11:00,13:40:00,89,195.61,2,391.22,Free,Team,0,No,Influencer,Yes
P4038,32.0,,Hyderabad,Minecraft,Strategy,Battle Royale,Mobile,Switch,App Store,2019,2024-01-24,2024-07-05,10:04:00,10:36:00,32,63.35,5,316.75,Free,Solo,2,No,In-Game Promo,Yes
P4039,26.0,Canada,Bangalore,Apex Legends,Survival,Team Deathmatch,Mobile,iPhone 14,PlayStation Store,2018,2020-04-22,2024-05-21,10:31:00,11:48:00,77,15.03,1,15.03,Free,Solo,0,No,YouTube,Yes
P4040,38.0,India,Bangalore,FIFA 24,Battle Royale,Zombies,Console,Android Tablet,App Store,2024,2023-09-07,2025-03-07,20:45:00,22:28:00,103,17.79,2,35.58,Premium,Ranked,0,No,Influencer,Yes
P4041,24.0,USA,Delhi,Minecraft,Adventure,Battle Royale,Mobile,Xbox Series X,Steam,2020,2022-10-26,2025-01-11,14:11:00,15:44:00,93,53.57,5,267.85,Premium,Solo,0,No,Influencer,Yes
P4042,40.0,UK,Delhi,Apex Legends,Survival,Solo,Console,Xbox Series X,App Store,2020,2020-02-14,2021-07-22,21:15:00,21:48:00,33,,3,99.72,Free,Solo,0,No,YouTube,Yes
P4043,17.0,India,Delhi,Call of Duty,Strategy,Ranked,Console,Switch,Company Website,2019,2020-10-09,2021-08-01,13:13:00,16:12:00,179,142.73,3,428.19,Premium,Team,0,No,YouTube,Yes
P4044,32.0,Brazil,Pune,Minecraft,Survival,Ranked,Mobile,iPhone 14,App Store,2023,2019-11-26,2023-10-28,16:11:00,16:56:00,45,125.86,4,503.44,Free,Ranked,1,No,YouTube,Yes
P4045,21.0,Germany,Kolkata,Call of Duty,Survival,Zombies,PC,,Steam,2022,2021-08-17,2024-08-16,12:28:00,14:26:00,118,157.15,4,628.6,Free,Solo,0,No,In-Game Promo,Yes
P4046,35.0,UK,Pune,FIFA 24,Strategy,Battle Royale,Console,Switch,Steam,2021,2023-12-14,2024-06-07,08:52:00,10:52:00,120,158.79,4,635.16,Premium,Ranked,0,No,In-Game Promo,Yes
P4047,42.0,Brazil,Bangalore,Fortnite,Adventure,Ranked,Mobile,Xbox Series X,App Store,2024,2023-06-07,2023-11-18,09:45:00,12:02:00,137,68.73,2,137.46,Premium,Ranked,0,No,In-Game Promo,Yes
P4048,25.0,Brazil,Hyderabad,PUBG,Strategy,Ranked,PC,Android Tablet,PlayStation Store,2023,2019-02-23,2024-02-09,15:39:00,18:02:00,143,60.68,3,182.04,Free,Team,0,No,In-Game Promo,Yes
P4049,,UK,Bangalore,Minecraft,FPS,Solo,Console,Xbox Series X,Company Website,2023,2023-06-08,2025-03-18,21:10:00,21:43:00,33,93.9,4,375.6,VIP,,0,No,Referral,Yes
P4050,32.0,USA,Chennai,Call of Duty,Sports,Solo,Console,Gaming PC,App Store,2019,2022-01-04,2025-05-01,22:21:00,23:28:00,67,130.04,1,130.04,Free,Team,2,No,Referral,No
P4051,29.0,,Pune,FIFA 24,Sports,Zombies,PC,Xbox Series X,PlayStation Store,2020,2019-10-28,2025-06-17,17:35:00,18:15:00,40,40.89,2,81.78,VIP,Team,3,Yes,Referral,No
P4052,16.0,Brazil,Chennai,PUBG,Adventure,Battle Royale,PC,Android Tablet,PlayStation Store,2020,2020-09-12,2024-09-09,09:10:00,10:44:00,94,175.39,4,701.56,Free,Ranked,0,No,Influencer,Yes
P4053,25.0,Canada,Chennai,Fortnite,Adventure,Battle Royale,Console,,Company Website,2025,2022-03-31,2022-08-01,08:42:00,08:58:00,16,119.67,4,478.68,Free,,1,No,YouTube,Yes
P4054,39.0,USA,Pune,Minecraft,Adventure,Solo,Mobile,PS5,Steam,2020,2020-01-07,2021-03-27,19:21:00,20:24:00,63,10.36,2,20.72,Free,Team,1,No,Referral,Yes
P4055,40.0,Canada,Pune,Apex Legends,Survival,Ranked,PC,Gaming PC,Steam,2024,2024-05-01,2025-03-21,18:58:00,21:04:00,126,59.69,1,59.69,Free,Solo,0,No,Referral,Yes
P4056,24.0,India,Bangalore,PUBG,Strategy,Solo,Console,Switch,Company Website,2020,2019-03-19,2023-02-07,19:20:00,20:33:00,73,,4,130.2,Premium,Ranked,2,No,In-Game Promo,Yes
P4057,33.0,UK,Pune,Call of Duty,Battle Royale,Team Deathmatch,Mobile,iPhone 14,App Store,2018,2022-12-15,2024-06-02,14:46:00,16:41:00,115,10.76,2,21.52,Free,,1,No,In-Game Promo,Yes
P4058,25.0,Brazil,Hyderabad,Minecraft,Adventure,Ranked,Mobile,Switch,Company Website,2024,2024-09-01,2025-06-24,08:06:00,08:28:00,22,,3,239.94,VIP,Ranked,0,No,YouTube,No
P4059,31.0,,Kolkata,Fortnite,FPS,Solo,PC,Switch,PlayStation Store,2024,2020-02-27,2025-06-22,16:55:00,17:34:00,39,86.43,2,172.86,Premium,Solo,0,No,Referral,No
P4060,44.0,UK,Kolkata,Fortnite,FPS,Zombies,Mobile,Switch,App Store,2018,2021-01-20,2024-09-11,17:51:00,18:07:00,16,177.31,4,709.24,Premium,Solo,1,No,Influencer,Yes
P4061,43.0,Canada,Chennai,PUBG,FPS,Zombies,Console,Android Tablet,App Store,2019,2022-11-26,2025-01-24,08:47:00,10:33:00,106,172.86,2,345.72,VIP,Team,1,No,Influencer,Yes
P4062,31.0,Canada,Bangalore,FIFA 24,FPS,Solo,Console,PlayStation 5,App Store,2018,2024-09-29,2025-06-21,22:31:00,01:13:00,-1278,151.88,1,151.88,Free,Team,1,No,Referral,No
P4063,,Brazil,Bangalore,Minecraft,Battle Royale,Team Deathmatch,Mobile,Android Tablet,Steam,2019,2023-06-19,2025-01-06,17:43:00,18:01:00,18,61.63,4,246.52,Premium,Ranked,0,No,Ads,Yes
P4064,32.0,Germany,Kolkata,PUBG,FPS,Solo,PC,iPhone 14,PlayStation Store,2022,2020-07-21,2023-03-04,20:31:00,22:42:00,131,55.63,4,222.52,Free,Team,0,No,Influencer,Yes
P4065,37.0,Germany,Chennai,FIFA 24,Survival,Battle Royale,Mobile,Gaming PC,Steam,2024,2022-04-29,2023-08-26,20:04:00,20:48:00,44,,4,75.52,Premium,,1,No,YouTube,Yes
P4066,,UK,Bangalore,Apex Legends,FPS,Team Deathmatch,Mobile,Gaming PC,App Store,2025,2020-11-02,2022-08-08,21:40:00,22:58:00,78,54.58,2,109.16,Free,,0,No,Ads,Yes
P4067,14.0,USA,Kolkata,PUBG,Adventure,Battle Royale,Mobile,PS5,App Store,2019,2022-01-10,2022-06-15,09:05:00,09:42:00,37,148.31 USD,1,148.31,Premium,Ranked,0,No,YouTube,Yes
P4068,42.0,UK,Kolkata,PUBG,FPS,Solo,Mobile,Gaming PC,Company Website,2019,2022-01-27,2022-10-19,14:49:00,17:12:00,143,11.3,1,11.3,Free,Team,2,No,In-Game Promo,Yes
P4069,22.0,UK,Delhi,Minecraft,FPS,Ranked,PC,Switch,Company Website,2018,2021-01-09,2023-08-11,19:28:00,20:51:00,83,146.45 USD,4,585.8,Premium,Solo,0,No,Referral,Yes
P4070,,Canada,Delhi,Call of Duty,Battle Royale,Team Deathmatch,Mobile,,App Store,2022,2023-06-21,2024-08-09,21:38:00,00:33:00,-1265,,1,26.32,Free,Ranked,0,No,Influencer,Yes
P4071,22.0,USA,Hyderabad,Minecraft,FPS,Ranked,Mobile,Gaming PC,Steam,2024,2021-09-13,2022-11-13,17:48:00,19:13:00,85,,5,350.4,Free,Team,3,Yes,Ads,Yes
P4072,24.0,Brazil,Kolkata,Call of Duty,Strategy,Battle Royale,Mobile,Switch,App Store,2024,2024-08-16,2024-09-08,12:35:00,14:07:00,92,55.7,2,111.4,Free,Solo,0,No,Referral,Yes
P4073,37.0,Brazil,Kolkata,FIFA 24,Adventure,Solo,PC,Switch,App Store,2025,2019-08-15,2022-07-31,17:29:00,19:07:00,98,16.39,2,32.78,VIP,Ranked,1,No,Influencer,Yes
P4074,14.0,Germany,Bangalore,PUBG,Battle Royale,Battle Royale,Mobile,Android Tablet,PlayStation Store,2018,2019-03-08,2019-05-03,13:38:00,15:53:00,135,,4,429.08,Premium,Ranked,2,No,Referral,Yes
P4075,30.0,Germany,Pune,Minecraft,Sports,Battle Royale,PC,Android Tablet,PlayStation Store,2020,2021-01-11,2021-12-25,11:08:00,13:34:00,146,109.52,4,438.08,Premium,Solo,2,No,YouTube,Yes
P4076,,USA,Kolkata,Fortnite,Battle Royale,Battle Royale,Console,,PlayStation Store,2022,2021-11-27,2022-09-06,16:04:00,17:59:00,115,169.93,5,849.65,Free,Ranked,3,Yes,Ads,Yes
P4077,,Brazil,Chennai,Minecraft,Adventure,Solo,Mobile,,PlayStation Store,2020,2021-05-29,2025-04-02,14:08:00,15:08:00,60,100.42,3,301.26,Free,Team,0,No,In-Game Promo,Yes
P4078,41.0,India,Bangalore,PUBG,Strategy,Zombies,Mobile,Gaming PC,PlayStation Store,2020,2020-03-30,2021-08-03,15:28:00,17:04:00,96,143.14,2,286.28,Free,Team,0,No,YouTube,Yes
P4079,32.0,,Delhi,Fortnite,Battle Royale,Team Deathmatch,PC,Switch,Steam,2022,2024-10-14,2025-06-23,16:49:00,18:09:00,80,33.06,2,66.12,Premium,Ranked,1,No,Influencer,No
P4080,25.0,India,Hyderabad,Apex Legends,Sports,Ranked,Console,Switch,Steam,2021,2023-11-29,2024-08-30,15:09:00,15:36:00,27,150.35,1,150.35,Free,Solo,2,No,In-Game Promo,Yes
P4081,28.0,India,Kolkata,Apex Legends,Survival,Battle Royale,Console,Switch,Company Website,2025,2023-01-28,2024-06-30,19:37:00,22:04:00,147,88.35,4,353.4,VIP,,2,No,YouTube,Yes
P4082,,USA,Hyderabad,Fortnite,Sports,Battle Royale,Mobile,Xbox Series X,Company Website,2018,2021-01-25,2022-06-14,17:50:00,18:19:00,29,65.3,5,326.5,Premium,Ranked,2,No,Influencer,Yes
P4083,19.0,Brazil,Hyderabad,Apex Legends,Strategy,Ranked,PC,,Steam,2025,2023-06-30,2023-12-05,16:34:00,16:58:00,24,175.86,5,879.3,Free,Solo,0,No,Referral,Yes
P4084,42.0,UK,Delhi,Call of Duty,Survival,Battle Royale,Console,xbox,Steam,2019,2024-05-03,2025-05-10,08:04:00,08:47:00,43,89.24,3,267.72,Free,Team,0,No,YouTube,No
P4085,43.0,USA,Pune,Call of Duty,FPS,Team Deathmatch,Console,Switch,App Store,2022,2021-12-02,2025-04-23,09:50:00,12:10:00,140,189.84,4,759.36,Free,Team,1,No,In-Game Promo,Yes
P4086,16.0,USA,Bangalore,Fortnite,Sports,Ranked,PC,XboxSeriesX,Steam,2018,2021-05-28,2022-08-30,17:07:00,19:38:00,151,,1,95.96,Premium,Ranked,0,No,Ads,Yes
P4087,25.0,Brazil,Kolkata,Fortnite,FPS,Battle Royale,Mobile,PlayStation 5,PlayStation Store,2023,2022-01-08,2023-03-05,11:52:00,13:10:00,78,88.2,2,176.4,Free,Ranked,1,No,Ads,Yes
P4088,30.0,,Chennai,Minecraft,Strategy,Ranked,PC,Android Tablet,Company Website,2023,2024-03-09,2024-07-03,12:44:00,13:44:00,60,128.43,2,256.86,VIP,Team,1,No,In-Game Promo,Yes
P4089,22.0,Brazil,Hyderabad,Minecraft,Strategy,Ranked,Mobile,,PlayStation Store,2019,2019-06-09,2024-02-21,13:01:00,14:26:00,85,190.25,4,761.0,Premium,Solo,3,Yes,Referral,Yes
P4090,,Germany,Chennai,Call of Duty,Adventure,Solo,Mobile,Gaming PC,Company Website,2018,2024-03-30,2025-02-25,20:44:00,23:35:00,171,189.8,4,759.2,Premium,Team,0,No,YouTube,Yes
P4091,17.0,India,Chennai,FIFA 24,FPS,Zombies,PC,,App Store,2020,2023-12-09,2024-06-05,18:21:00,20:33:00,132,45.71,1,45.71,VIP,Ranked,0,No,Influencer,Yes
P4092,21.0,UK,Chennai,FIFA 24,Battle Royale,Battle Royale,PC,Xbox Series X,PlayStation Store,2025,2021-01-06,2023-09-25,19:10:00,19:54:00,44,137.45,2,274.9,Free,Ranked,4,Yes,Referral,Yes
P4093,28.0,India,Bangalore,Minecraft,Sports,Battle Royale,Console,PS5,Company Website,2024,2021-08-15,2024-08-29,13:26:00,15:39:00,133,87.83,3,263.49,Premium,Team,0,No,Influencer,Yes
P4094,,India,Kolkata,PUBG,Adventure,Solo,Console,PS5,App Store,2021,2022-05-18,2024-08-02,18:40:00,20:47:00,127,57.29,1,57.29,Premium,Ranked,0,No,In-Game Promo,Yes
P4095,40.0,Canada,Chennai,PUBG,Survival,Zombies,Console,Switch,App Store,2024,2020-10-10,2024-03-20,12:36:00,13:14:00,38,152.66,4,610.64,Premium,Team,2,No,YouTube,Yes
P4096,28.0,Brazil,Bangalore,PUBG,FPS,Zombies,PC,PS5,Steam,2025,2024-04-12,2025-01-13,15:56:00,16:40:00,44,198.4,5,992.0,Premium,,2,No,Referral,Yes
P4097,43.0,Canada,Pune,Call of Duty,Adventure,Ranked,Console,Switch,Steam,2021,2021-01-21,2022-02-05,18:03:00,20:29:00,146,17.69,2,35.38,Free,,0,No,Influencer,Yes
P4098,29.0,Canada,Pune,FIFA 24,Sports,Solo,Mobile,,App Store,2025,2020-10-18,2023-04-14,23:45:00,02:33:00,-1272,,3,501.84,Free,Team,2,No,Influencer,Yes
P4099,17.0,Germany,Pune,Call of Duty,Survival,Team Deathmatch,Mobile,Gaming PC,Company Website,2022,2020-05-29,2025-04-09,08:43:00,10:34:00,111,24.12,4,96.48,Free,Ranked,3,Yes,Referral,Yes
P4100,41.0,Germany,Bangalore,PUBG,Battle Royale,Solo,Mobile,Android Tablet,PlayStation Store,2018,2024-07-09,2025-03-31,23:36:00,23:58:00,22,,2,240.04,Premium,Solo,0,No,Ads,Yes
P4101,23.0,Germany,Hyderabad,FIFA 24,Strategy,Ranked,PC,,Company Website,2025,2019-11-04,2020-03-20,13:57:00,15:51:00,114,34.27,3,102.81,Premium,Ranked,0,No,Referral,Yes
P4102,25.0,UK,Delhi,Fortnite,Adventure,Solo,Console,Xbox Series X,Company Website,2020,2021-01-22,2023-11-12,16:01:00,16:41:00,40,173.39,3,520.17,VIP,Solo,0,No,YouTube,Yes
P4103,,USA,Bangalore,PUBG,FPS,Ranked,PC,,Steam,2020,2022-04-09,2024-12-20,20:42:00,22:44:00,122,,4,344.84,Premium,Solo,0,No,Ads,Yes
P4104,44.0,USA,Chennai,Minecraft,Sports,Zombies,Mobile,Android Tablet,PlayStation Store,2025,2022-12-05,2023-02-25,14:31:00,16:32:00,121,,5,886.55,VIP,,1,No,YouTube,Yes
P4105,19.0,Canada,Chennai,Minecraft,Survival,Team Deathmatch,Mobile,Android Tablet,Steam,2022,2022-08-29,2023-01-15,12:00:00,14:25:00,145,144.35,3,433.05,VIP,Ranked,0,No,Referral,Yes
P4106,45.0,UK,Bangalore,PUBG,Sports,Zombies,Console,Gaming PC,App Store,2023,2021-05-26,2025-04-16,16:03:00,16:43:00,40,9.4,4,37.6,Free,Solo,1,No,In-Game Promo,Yes
P4107,43.0,,Hyderabad,FIFA 24,Survival,Solo,PC,Xbox Series X,PlayStation Store,2023,2021-10-14,2022-06-11,13:56:00,14:58:00,62,191.75 USD,2,383.5,Free,Team,1,No,In-Game Promo,Yes
P4108,36.0,UK,Kolkata,Call of Duty,Battle Royale,Zombies,Console,,App Store,2020,2022-09-14,2023-05-29,21:30:00,23:37:00,127,29.7,5,148.5,Free,Ranked,0,No,Referral,Yes
P4109,13.0,Germany,Pune,Call of Duty,Survival,Battle Royale,Mobile,PlayStation 5,Company Website,2024,2021-01-11,2023-04-19,23:39:00,01:10:00,-1349,2.6,5,13.0,Premium,Solo,0,No,Influencer,Yes
P4110,21.0,USA,Chennai,Minecraft,FPS,Team Deathmatch,Console,iPhone 14,Steam,2021,2023-06-27,2023-09-05,17:40:00,19:26:00,106,60.74,1,60.74,Premium,Solo,1,No,In-Game Promo,Yes
P4111,36.0,Germany,Pune,Call of Duty,Strategy,Solo,Mobile,Android Tablet,App Store,2022,2019-10-18,2022-11-02,13:51:00,14:38:00,47,107.55,3,322.65,Premium,Solo,2,No,Referral,Yes
P4112,27.0,UK,Bangalore,Call of Duty,,Team Deathmatch,Console,Android Tablet,Company Website,2021,2023-08-29,2025-05-26,15:59:00,18:32:00,153,147.05,3,441.15,Premium,Team,4,Yes,Influencer,No
P4113,13.0,Canada,Pune,Fortnite,Sports,Zombies,Console,,PlayStation Store,2019,2023-11-28,2024-05-10,21:59:00,22:30:00,31,176.01,1,176.01,Premium,Team,0,No,Referral,Yes
P4114,17.0,UK,Delhi,Minecraft,Adventure,Team Deathmatch,PC,,Company Website,2023,2019-07-25,2025-06-23,23:23:00,01:03:00,-1340,101.13,3,303.39,Free,Team,1,No,Influencer,No
P4115,45.0,,Delhi,Minecraft,Survival,Ranked,Mobile,PS5,Company Website,2023,2019-11-16,2021-01-18,22:18:00,01:17:00,-1261,60.55,4,242.2,Free,Solo,0,No,Influencer,Yes
P4116,45.0,,Pune,FIFA 24,Survival,Solo,Console,Switch,Company Website,2018,2023-06-14,2023-07-24,18:47:00,20:28:00,101,110.42,5,552.1,Premium,Team,1,No,YouTube,Yes
P4117,39.0,UK,Kolkata,Fortnite,Battle Royale,Team Deathmatch,Mobile,iPhone 14,App Store,2019,2019-10-18,2023-05-27,21:23:00,22:16:00,53,94.56,1,94.56,VIP,Ranked,0,No,Influencer,Yes
P4118,23.0,Germany,Delhi,PUBG,Adventure,Ranked,PC,Android Tablet,Steam,2023,2020-05-30,2022-12-08,12:01:00,12:27:00,26,,3,334.95,Free,Solo,0,No,YouTube,Yes
P4119,,India,Delhi,Minecraft,Survival,Solo,Mobile,xbox,PlayStation Store,2021,2024-06-08,2024-11-26,18:44:00,21:16:00,152,42.12,5,210.6,Free,Solo,0,No,Ads,Yes
P4120,29.0,Brazil,Hyderabad,Minecraft,Battle Royale,Solo,Console,Android Tablet,App Store,2020,2024-08-16,2024-11-13,08:59:00,10:54:00,115,,3,257.79,Free,Team,1,No,Ads,Yes
P4121,,Brazil,Bangalore,Call of Duty,Battle Royale,Ranked,PC,PS5,Steam,2018,2021-04-20,2022-03-29,21:25:00,23:24:00,119,169.82,4,679.28,Premium,,2,No,Influencer,Yes
P4122,29.0,UK,Kolkata,PUBG,Strategy,Ranked,PC,Gaming PC,PlayStation Store,2025,2024-06-14,2025-01-11,19:00:00,19:52:00,52,172.72,5,863.6,Premium,Solo,0,No,Ads,Yes
P4123,22.0,USA,Chennai,Call of Duty,Sports,Battle Royale,Console,xbox,Company Website,2023,2020-10-02,2023-06-14,10:37:00,12:50:00,133,,4,691.44,VIP,Team,0,No,Referral,Yes
P4124,25.0,USA,Chennai,Call of Duty,FPS,Zombies,Console,Switch,Steam,2019,2023-12-02,2025-03-18,17:19:00,19:15:00,116,3.95,2,7.9,Free,Ranked,3,Yes,YouTube,Yes
P4125,20.0,Germany,Kolkata,FIFA 24,FPS,Team Deathmatch,Mobile,Xbox Series X,Steam,2020,2021-04-19,2022-07-18,11:54:00,13:30:00,96,170.75,2,341.5,Free,Team,0,No,Ads,Yes
